Date	Sale	DiscountPerc	Holiday	Campaign	bos
2016-01-01	15225039.199500002	7.7041779804610035	2	0	0.0
2016-10-01	18358266.687499996	8.326448629887645	2	0	0.0
2016-11-01	17840612.8845	23.77503378528267	3	2	0.0
2016-12-01	14328949.108	32.79107726982769	1	14	0.0
2016-02-01	14678719.361499999	5.341761126249482	2	0	0.0
2016-03-01	24613453.156999998	5.639420138153719	2	0	0.0
2016-04-01	9951292.296000002	9.2799541908501	1	0	0.0
2016-05-01	14787144.497500002	8.001362035120259	3	0	0.0
2016-06-01	26370537.119000003	10.532471142996185	1	0	0.0
2016-07-01	16791138.5505	10.253352828797983	1	0	0.0
2016-08-01	22777434.0145	5.141500109609425	0	0	0.0
2016-09-01	18340472.689500004	9.262962564623725	1	0	0.0
2017-01-01	18053690.162499998	23.618417587818463	2	0	0.0
2017-10-01	27997512.164800007	32.674564115847836	2	0	0.0
2017-11-01	9771434.935999999	36.6187763440695	2	2	0.0
2017-12-01	17358272.815	36.79270403137346	1	14	0.0
2017-02-01	10503059.353499996	26.616038761015005	2	0	0.0
2017-03-01	20323301.8715	26.190959682254064	1	0	0.0
2017-04-01	20374453.769400004	25.647363892077504	2	0	0.0
2017-05-01	8547593.114499997	24.124000283867026	3	0	0.0
2017-06-01	22652322.9936	30.51874176105595	1	0	0.0
2017-07-01	17315380.064999998	30.825208494970333	1	0	0.0
2017-08-01	14245591.725199996	27.842583573912737	0	0	0.0
2017-09-01	16996743.087500002	28.16576086766854	1	0	0.0
2018-01-01	14586841.793999998	30.85005445477392	2	0	0.0
2018-10-01	13900874.387500001	33.505948777257615	2	0	0.0
2018-11-01	15081884.024999999	38.64590302518175	3	2	0.0
2018-12-01	17523733.672500003	44.47101473971183	1	14	0.0
2018-02-01	14251373.2292	27.095457992987182	2	0	0.0
2018-03-01	23535607.589999996	26.819950115611586	1	0	0.0
2018-04-01	13107855.161800003	26.66737791147743	2	0	0.0
2018-05-01	17963319.528	27.434317373644006	3	0	0.0
2018-06-01	14483201.422499998	32.24022622410881	1	0	0.0
2018-07-01	21042430.249300003	30.51972983707015	1	0	0.0
2018-08-01	14542661.422500001	36.58596474205387	0	0	0.0
2018-09-01	14809852.211500002	32.033865089718354	1	0	0.0
2019-01-01	11720433.399300003	40.835341788061875	2	0	0.0
2019-02-01	16546397.890499998	37.924774371431	2	0	0.0
2019-03-01	12022156.010100001	31.95866670461795	1	0	0.0
2019-04-01	11913645.4794	34.879068033759	2	0	0.0
2019-05-01	28567068.955	35.42346721032237	3	0	0.0
