Date	Sale	DiscountPerc	Holiday	Campaign	bos
2016-01-01	245129.83	8.87088133576783	2	0	0.0
2016-10-01	162170.54999999996	8.326448629887643	2	0	0.0
2016-11-01	393341.86999999994	23.775033785282666	3	2	0.0
2016-12-01	896300.2099999997	32.79107726982769	1	14	0.0
2016-02-01	171447.5	5.2877010365460215	2	0	0.0
2016-03-01	130072.06999999998	5.5845373303857	2	0	0.0
2016-04-01	142285.14	9.2799541908501	1	0	0.0
2016-05-01	212288.40000000002	8.001362035120259	3	0	0.0
2016-06-01	158064.30000000002	10.532471142996185	1	0	0.0
2016-07-01	143549.6	10.253352828797983	1	0	0.0
2016-08-01	149970.45	5.141500109609425	0	0	0.0
2016-09-01	193202.04999999996	9.262962564623725	1	0	0.0
2017-01-01	252821.30000000002	23.61841758781846	2	0	0.0
2017-10-01	352708.68999999994	32.67456411584785	2	0	0.0
2017-11-01	658742.1200000001	36.287018162917136	3	2	0.0
2017-12-01	1237132.92	36.79270403137346	1	14	0.0
2017-02-01	245983.01	26.616038761015005	2	0	0.0
2017-03-01	242330.7	26.190959682254064	1	0	0.0
2017-04-01	180884.97	25.647363892077497	2	0	0.0
2017-05-01	337853.24000000005	24.137711506219834	3	0	0.0
2017-06-01	312730.09	30.518741761055953	1	0	0.0
2017-07-01	224344.05000000005	30.82520849497034	1	0	0.0
2017-08-01	274740.43	27.84258357391274	0	0	0.0
2017-09-01	286525.1200000001	28.16576086766853	1	0	0.0
2018-01-01	416461.68999999994	30.85005445477392	2	0	0.0
2018-10-01	310947.99999999994	33.505948777257615	2	0	0.0
2018-11-01	748421.21	38.64590302518175	3	2	0.0
2018-12-01	1323272.8900000001	44.471014739711805	1	14	0.0
2018-02-01	374080.2199999999	27.095457992987182	2	0	0.0
2018-03-01	413585.91	26.819950115611583	1	0	0.0
2018-04-01	357293.21	26.66737791147743	2	0	0.0
2018-05-01	382393.75000000006	27.43431737364401	3	0	0.0
2018-06-01	362881.06	32.24022622410881	1	0	0.0
2018-07-01	285085.6	30.51972983707015	1	0	0.0
2018-08-01	382555.81000000006	36.58596474205387	0	0	0.0
2018-09-01	282422.00000000006	32.03386508971836	1	0	0.0
2019-01-01	425109.85000000003	40.83534178806187	2	0	0.0
2019-02-01	391717.14	37.924774371431	2	0	0.0
2019-03-01	503829.72	31.958666704617944	1	0	0.0
2019-04-01	456984.44999999995	34.87906803375899	2	0	0.0
2019-05-01	457430.58999999997	35.42346721032237	3	0	0.0
