Date	Sale	DiscountPerc	Holiday	Campaign	bos
2016-01-01	1018450.74	8.87088133576783	2	0	0.0
2016-10-01	1387722.11	8.326448629887645	2	0	0.0
2016-11-01	3007533.4499999997	23.775033785282673	3	2	0.0
2016-12-01	4588386.33	32.79107726982769	1	14	0.0
2016-02-01	1172022.3800000001	5.2877010365460215	2	0	0.0
2016-03-01	986062.0499999998	5.5845373303857	2	0	0.0
2016-04-01	1410465.7500000002	9.2799541908501	1	0	0.0
2016-05-01	1626041.1000000003	8.001362035120259	3	0	0.0
2016-06-01	1068992.4500000002	10.532471142996185	1	0	0.0
2016-07-01	1766460.2	10.253352828797983	1	0	0.0
2016-08-01	1986901.69	5.141500109609425	0	0	0.0
2016-09-01	1897865.5999999999	9.262962564623725	1	0	0.0
2017-01-01	1113781.32	23.618417587818463	2	0	0.0
2017-10-01	1325773.75	32.67456411584784	2	0	0.0
2017-11-01	2096165.4200000002	36.28701816291714	3	2	0.0
2017-12-01	3413516.0500000003	36.79270403137347	1	14	0.0
2017-02-01	1107460.55	26.616038761015	2	0	0.0
2017-03-01	1242570.0599999998	26.190959682254068	1	0	0.0
2017-04-01	1117415.2299999997	25.647363892077497	2	0	0.0
2017-05-01	1314865.3099999998	24.13771150621984	3	0	0.0
2017-06-01	1166741.9899999998	30.51874176105595	1	0	0.0
2017-07-01	847161.6400000002	30.825208494970337	1	0	0.0
2017-08-01	1188537.15	27.84258357391274	0	0	0.0
2017-09-01	1182972.5399999998	28.16576086766854	1	0	0.0
2018-01-01	884263.8500000002	30.85005445477393	2	0	0.0
2018-10-01	979204.09	33.50594877725761	2	0	0.0
2018-11-01	1717148.8699999996	38.645903025181745	3	2	0.0
2018-12-01	2707817.22	44.471014739711826	1	14	0.0
2018-02-01	682626.76	27.095457992987185	2	0	0.0
2018-03-01	1002850.7	26.819950115611583	1	0	0.0
2018-04-01	908870.1499999999	26.667377911477434	2	0	0.0
2018-05-01	1096000.4000000001	27.434317373643996	3	0	0.0
2018-06-01	929372.0199999998	32.24022622410882	1	0	0.0
2018-07-01	849170.9199999998	30.519729837070155	1	0	0.0
2018-08-01	1161978.61	36.58596474205387	0	0	0.0
2018-09-01	992084.53	32.033865089718354	1	0	0.0
2019-01-01	1067524.75	40.83534178806187	2	0	0.0
2019-02-01	885238.3000000002	37.924774371431	2	0	0.0
2019-03-01	1100003.62	31.958666704617947	1	0	0.0
2019-04-01	1169956.66	34.879068033759005	2	0	0.0
2019-05-01	1191601.8499999999	35.42346721032237	3	0	0.0
