Date	Sale	DiscountPerc	Holiday	Campaign	bos
2016-01-01	20489506.8569	8.87088133576783	2	0	0.0
2016-10-01	22915000.589299995	8.326448629887645	2	0	0.0
2016-11-01	27494937.8449	23.775033785282673	3	2	0.0
2016-12-01	31671656.645899996	32.791077269827674	1	14	0.0
2016-02-01	19969600.2882	5.28770103654602	2	0	0.0
2016-03-01	28745749.451600008	5.5845373303857	2	0	0.0
2016-04-01	15246965.3951	9.2799541908501	1	0	0.0
2016-05-01	20774720.946499996	8.001362035120259	3	0	0.0
2016-06-01	30801557.788599998	10.532471142996183	1	0	0.0
2016-07-01	21809967.770900004	10.253352828797983	1	0	0.0
2016-08-01	27893592.479799997	5.141500109609426	0	0	0.0
2016-09-01	24491964.8583	9.262962564623725	1	0	0.0
2017-01-01	23672728.4512	23.618417587818463	2	0	0.0
2017-10-01	35812072.042	32.67456411584784	2	0	0.0
2017-11-01	24251019.971	36.287018162917136	3	2	0.0
2017-12-01	36719876.884799995	36.792704031373475	1	14	0.0
2017-02-01	16339310.673500001	26.616038761014998	2	0	0.0
2017-03-01	26979402.7187	26.190959682254064	1	0	0.0
2017-04-01	26764013.991299994	25.64736389207751	2	0	0.0
2017-05-01	15652482.240100002	24.137711506219834	3	0	0.0
2017-06-01	28504652.1877	30.51874176105595	1	0	0.0
2017-07-01	23077524.463099994	30.825208494970337	1	0	0.0
2017-08-01	20168625.897500005	27.842583573912737	0	0	0.0
2017-09-01	24264847.976900004	28.165760867668535	1	0	0.0
2018-01-01	22389528.294000003	30.850054454773918	2	0	0.0
2018-10-01	21938772.1674	33.50594877725762	2	0	0.0
2018-11-01	31548360.655	38.64590302518175	3	2	0.0
2018-12-01	42706847.34150001	44.4710147397118	1	14	0.0
2018-02-01	21011409.1292	27.095457992987182	2	0	0.0
2018-03-01	31190264.990000002	26.819950115611586	1	0	0.0
2018-04-01	20965049.7918	26.66737791147743	2	0	0.0
2018-05-01	25774752.388	27.434317373644003	3	0	0.0
2018-06-01	22262804.7723	32.24022622410881	1	0	0.0
2018-07-01	28011675.329099998	30.519729837070148	1	0	0.0
2018-08-01	23427311.7325	36.58596474205388	0	0	0.0
2018-09-01	22218810.501500003	32.033865089718354	1	0	0.0
2019-01-01	22056985.029299997	40.83534178806187	2	0	0.0
2019-02-01	25777645.1605	37.924774371431	2	0	0.0
2019-03-01	21267353.433899995	31.958666704617947	1	0	0.0
2019-04-01	22015362.090299994	34.879068033759005	2	0	0.0
2019-05-01	38630846.344999984	35.42346721032237	3	0	0.0
